job_id,job_title,job_title_raw,core_job_title,apply_url,is_expired,source,board_token,requisition_id,company_name,company_website,company_tagline,company_linkedin,company_headquarters,company_founded,company_employees,company_revenue,company_revenue_year,stock_symbol,stock_exchange,is_public_company,company_activities,company_industries,job_category,seniority_level,role_type,commitment,workplace_type,workplace_location,workplace_continents,workplace_countries,workplace_physical_environment,bachelors_required,bachelors_fields,masters_required,masters_fields,doctorate_required,high_school_required,min_industry_experience,min_management_experience,salary_range,yearly_min_salary,yearly_max_salary,hourly_min_salary,hourly_max_salary,compensation_currency,compensation_frequency,is_compensation_transparent,travel_requirement_air,travel_requirement_land,physical_labor_intensity,physical_position,computer_usage,cognitive_demand,oral_communication_level,four_day_work_week,overtime_required,weekend_availability_required,holiday_availability_required,morning_shift,evening_shift,overnight_work,on_call_requirement,401k_matching,retirement_plan,generous_pto,generous_parental_leave,tuition_reimbursement,relocation_assistance,language_requirements,num_language_requirements,driver_license_required,security_clearance,visa_sponsorship,licenses_certifications,technical_tools,role_activities,fair_chance,military_veterans,estimated_publish_date,requirements_summary,description,description_snippet,viewed_by_users_count,hidden_from_users_count
smartrecruiters___accorhotel___4d934d19-a613-462b-87e3-dcc3c1281fb1,Director of Sales & Marketing,,Director of Sales & Marketing,https://jobs.smartrecruiters.com/AccorHotel/744000081358982-director-of-sales-marketing,False,smartrecruiters,accorhotel,mogki9ufqwyop2gq,ACCOR,group.accor.com,"Accor, doing business as AccorHotels, operates a chain of hospitality company. The Company owns, manages, and franchises hotels, resorts, and vacation facilities. AccorHotels serves customers worldwide.",linkedin.com/company/accor,France,1967.0,19198.0,5056000000.0,2023.0,AC,Euronext Paris,True,"hospitality, hospitality industry, resorts, location based services, food and beverage, tourism, travel, hotels and hospitality, management, activities of head offices, consumer cyclical, lodging, hotel group, leisure facilities and services, consumer discretionary, consumer discretionary services, travel company, hotel services company, corporate, subsidiary, and regional managing offices, hospitality and catering, accommodation and food services, accommodation, lodging &a, conglomerates, holding companies &a, hotels, motels and resorts, hotels and motels, hotels, restaurants and leisure, hotel chains and groups, hotels, hotels with conference rooms, hotels, luxury, hotel management and operators, hotels with business centre, hotels with catering facilities, hotel, restaurant and bar operators, alberghiero","Hospitality Companies, Tourist Accommodations, Hotels",Marketing,Mid Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Required,"Marketing, Sales, Hospitality, Business",Not Mentioned,Not specified,Not Mentioned,True,7.0,,"$180,000 - $195,000",180000.0,195000.0,86.53846153846153,93.75,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,"CRM, ANAIS (Sales analytics), Online RFP platforms","define targets, nurture partnerships, lead sales",False,False,2025-09-11T15:35:15.540Z,"7-10 years in luxury hospitality sales and marketing; opening/repositioning experience; bachelor in Marketing, Sales, Hospitality, or Business; US work eligibility; strong English; on-site role.",,,0,0
workday___umusic-wd5-umgus___senior-director--digital-marketing_umg-22180,"Senior Director, Digital Marketing",,Senior Director,https://umusic.wd5.myworkdayjobs.com/umgus/job/New-York-New-York/Senior-Director--Digital-Marketing_UMG-22180,False,workday,umusic-wd5-umgus,l24b5czhl3k77ikl,Universal Music Group Careers,umusiccareers.com,"About If you live for music, value innovation, thrive in creative environments and want to be part of an exciting culture then we encourage you to apply to UMG! #MUSICISUNIVERSAL Universal Music Group (UMG) is the world leader in music-based entertainment, with a broad array of businesses engaged in recorded music, mus ... ic publishing, merchandising and audiovisual content in more than 60 countries. Featuring the most comprehensive catalog of recordings and songs across every musical genre, UMG identifies and develops artists and produces and distributes the most critically acclaimed and commercially successful music in the world. Committed to artistry, innovation and entrepreneurship, UMG fosters the development of services, platforms and business models in order to broaden artistic and commercial opportunities for our artists and create new experiences for fans. Universal Music Group's labels include A&M Records, Astralwerks, Blue Note Records, Capitol Christian Music Group, Capitol Records, Capitol Records Nashville, Caroline, Decca, Def Jam Recordings, Deutsche Grammophon, Disa, Emarcy, EMI Records Nashville, Fonovisa, Geffen Records, Harvest, Interscope Records, Island Records, Machete Music, MCA Nashville, Mercury Nashville, Mercury Records, Motown Records, Polydor Records, Republic Records, Universal Music Latino, Verve Label Group, Virgin Records, Virgin EMI Records, as well as a multitude of record labels owned or distributed by its record company subsidiaries around the world. UMG's catalog is marketed through two distinct divisions, Universal Music Enterprises (in the U.S.) and Universal Strategic Marketing (outside the U.S.). UMG also includes Universal Music Publishing Group, one of the industry's premier music publishing operations worldwide and Bravado, the leading provider of consumer, lifestyle and branding services to recording artists and entertainment brands around the world. Universal Music Group is a Vivendi company. Find out more at: http://www.universalmusic.com. Search our latest job openings at: http://www.umusiccareers.com See More",,,,5.0,,,,,False,"music company, entertainment","Music Companies, Media And Information Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Preferred,"Marketing, Business, Communications, Digital Media",Not Mentioned,Not specified,Not Mentioned,True,4.0,,"$78,630 - $208,270",78630.0,208270.0,37.80288461538461,100.1298076923077,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,True,True,True,False,English,1,False,None,False,Not specified,"Microsoft Excel, PowerPoint, Keynote, Photoshop, Video Editing Software (Premiere or Final Cut), Google Drive, Dropbox, Evernote, Basecamp","Define campaigns, Execute campaigns, Measure performance",False,False,2025-09-02T00:00:00.000Z,Senior Director with 4+ years in digital marketing in the music industry; strong analytics; leads cross-functional teams; proficient with marketing tools; bachelor’s degree preferred.,,,0,0
smartrecruiters___linkedin3___7f0cd61e-eca5-4c93-93c1-4cf75864b9ea,"Director, GCP Field Marketing",,Director of GCP Field Marketing,https://jobs.smartrecruiters.com/LinkedIn3/744000080872793-director-gcp-field-marketing,False,smartrecruiters,linkedin3,qvzy707xl30pkrh8,LinkedIn,linkedin.com,LinkedIn Corporation operates a social networking web site. The Company allows members to post a profile of their professional expertise and accomplishments on web site. LinkedIn serves customers worldwide.,linkedin.com/company/linkedin,United States of America,2003.0,11800.0,2990911000.0,2015.0,LNKD,New York Stock Exchange (NYSE),False,"internet, professional networking, recruiting, social recruiting, social media, media, internet publishing, broadcasting and search portals, tech startup, business service, business services, services-computer programming, data processing, etc., depository institutions, website, social media marketing, people search, software development, address book, group collaboration, jobs, professional identity, online professional network, company search, advertising, communications, internet media and services, software, networking, computer software and services, computer software publishers and developers, internet service providers, computer software developers, computer software, computer online services, communication services","Social Networking Companies, Software Companies",Marketing,No Prior Experience Required,People Manager,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,10.0,5.0,"$179,000 - $280,000",179000.0,280000.0,86.0576923076923,134.6153846153846,USD,Yearly,True,Moderate,Moderate,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,True,False,False,False,False,English,1,False,None,False,Not specified,"ABM, Marketing Automation, Strategic Planning","leading teams, defining strategy, partnering sales",False,False,2025-09-09T18:34:36.022Z,10+ years in marketing with GTM/field marketing; 5+ years leading teams.,,,0,0
smartrecruiters___linkedin3___c4460ffc-d352-4498-97bd-943acb603e1f,"Mid-Market Account Director, Sales Solutions",,Mid-Market Account Director,https://jobs.smartrecruiters.com/LinkedIn3/744000081087375-mid-market-account-director-sales-solutions,False,smartrecruiters,linkedin3,8vdm38h5t8ploc03,LinkedIn,linkedin.com,LinkedIn Corporation operates a social networking web site. The Company allows members to post a profile of their professional expertise and accomplishments on web site. LinkedIn serves customers worldwide.,linkedin.com/company/linkedin,United States of America,2003.0,11800.0,2990911000.0,2015.0,LNKD,New York Stock Exchange (NYSE),False,"internet, professional networking, recruiting, social recruiting, social media, media, internet publishing, broadcasting and search portals, tech startup, business service, business services, services-computer programming, data processing, etc., depository institutions, website, social media marketing, people search, software development, address book, group collaboration, jobs, professional identity, online professional network, company search, advertising, communications, internet media and services, software, networking, computer software and services, computer software publishers and developers, internet service providers, computer software developers, computer software, computer online services, communication services","Social Networking Companies, Software Companies",Sales,Entry Level,Individual Contributor,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,4.0,,"$131,000 - $188,000",131000.0,188000.0,62.98076923076923,90.38461538461539,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,"Salesforce, LinkedIn Sales Solutions, SaaS","learn platform, communicate value, build pipeline",False,False,2025-09-10T19:13:35.881Z,4+ years of relevant sales experience; SaaS and C-level relationship management; strong quota attainment and forecasting; global business development.,,,0,0
icims___siriusxm___9f75a65a-ca19-456f-a7c7-130c3e7cfb50,"Senior Director, Marketing Campaign Development",,Marketing Campaign Development Director,https://careers.siriusxm.com/careers/jobs/16972/job?utm_source=hiringcafe_integration&iis=Job%20Board&iisn=HiringCafe,False,icims,siriusxm,k3242x7l3h1drm96,Sirius XM Radio,siriusxm.com,"Sirius XM Holdings Inc. operates as a holding company. The Company, through its subsidiaries, broadcasts music, sports, entertainment, comedy, talk, news, traffic, and weather channels and other content, as well as offers music, comedy, and podcast streaming discovery platform. Sirius XM Holdings serves customers worldwide.",linkedin.com/company/siriusxm,United States of America,1990.0,5680.0,8953000000.0,2023.0,SIRI,Nasdaq (NASDAQ),True,"radio broadcasting stations, media, communications, telecommunications services, satellite, rock club, tech startup, radio broadcasting and programming, wired telecommunications services, building, performing arts venue, business and professional services, radio stations, radio broadcasting, television information display systems, for shops, radio receivers, mobile, radio transmitters, multichannel, radio transmitter-receivers, stationary, satellite linked transmission services, radio and television, geolocation equipment, radio receivers, frequency shift keying, radio transmitters, am, video systems, high speed, video transmitters, television studio installations, complete, radio transmitters, sw, video filters, television cameras, thermographic, satellite receivers, global positioning, radio transmitters, vhf, radio paging equipment, pagers, two-way, television cameras, colour, radio receivers, uhf, radio links, terminals and systems, radio receivers, telegraph, television cameras, underwater, video back projection systems, encoders, television, video projectors, radio communication systems for mines, video time lapse recorders, outside broadcasting and mobile units, radio receivers, vlf, video image recorders, television receivers, monitoring, video routing switches, radio transmitters, frequency shift keying, television systems, industrial, radio receivers, lw, video animation equipment, radio commentary equipment, mobile, output stages for video transmitters, radio telemetry systems, radio receivers, single side-band, switching matrices, video, radio receivers, facsimile, video processing equipment, expanded bandwidth, local or privately owned radio broadcasting stations, radio transmitters, uhf, radio transmitter-receivers, avalanche victim search, radio beacons, television cameras, monochrome, television systems, infrared, electronic converters, radio receivers, diversity, radio paging equipment, pagers, one-way, radio transmitter-receivers, motor vehicle, studio prompting equipment, camera trolleys, dollies and cranes, digital radio relay systems, cellular radio network systems, equipment for television networks, radio receivers, fm, transceivers, airport, radio receivers, telephone, broadband wireless access systems, walkie-talkie radio equipment, broadcasting studio installations, complete, television information systems, passenger services, television systems, slow scan, television systems, video decoders, radio transmitters, fm, radio transmitters, vlf, radio transmitter-receivers, am, radio receivers, stationary, television transmitters and receivers, video cameras, professional, exciters, digital mondiale radio, radio transmitters, stationary, video process monitoring systems, radio transmitters, satellite, radio receivers, hf, radio transmitter-receivers, aeronautical, radio transmitters, facsimile, television equipment, sewer inspection, radio receivers, marine, shipborne, radio receivers, marine, land based","Radio Stations, Broadcasting Companies, Media And Information Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,Los Angeles or New York,North America,US,Office,Required,"Marketing, Business",Preferred,"Marketing, Business",Not Mentioned,True,12.0,6.0,"$172,218 - $203,125",172218.0,203125.0,82.79711538461538,97.65625,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,True,False,False,False,False,English,1,False,None,False,Not specified,"Salesforce Marketing Cloud, Adobe Campaign, Braze","Oversee campaigns, Lead team, Collaborate cross-functionally",False,False,2025-09-05T17:16:00.000Z,12+ years in direct marketing/campaign operations; 6+ years leading a team; strong cross-channel marketing and compliance knowledge; Bachelor’s in Marketing/Business (Master’s preferred).,,,0,0
smartrecruiters___equinox___82999f64-f733-4e26-aa43-5d65c0ca7532,"Sr. Director, Member Marketing",,"Senior Director, Member Marketing",https://jobs.smartrecruiters.com/Equinox/744000081058794-sr-director-member-marketing,False,smartrecruiters,equinox,urhxyn0ojbauabhd,Equinox,equinox.com,A premium wellness and lifestyle brand group delivering high-end member experiences.,,,,,,,,,,"luxury lifestyle, fitness brand",Hospitality and Tourism,Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,10.0,2.0,"$200,000 - $250,000",200000.0,250000.0,96.15384615384616,120.1923076923077,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,True,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Lead end-to-end marketing for ancillary offerings, Shape and oversee the communications calendar, Design and execute loyalty strategies",False,False,2025-09-10T16:18:07.725Z,"Marketing leader with 10–12 years in membership, luxury, lifestyle, or consumer services; strong retention, loyalty, and lifecycle expertise; proven team leadership.",,,0,0
lever___USMobile___8c478ff2-1df5-4c25-bc1c-7a09817d8d05,Director of Lifecycle Marketing,,Director of Lifecycle Marketing,https://jobs.lever.co/USMobile/8c478ff2-1df5-4c25-bc1c-7a09817d8d05/apply,False,lever,USMobile,ahfubmpiaaarctrp,US Mobile,usmobile.com,"At US Mobile, we’re on a mission to revolutionize wireless by building the next-generation connectivity platform. We are America's first Super Carrier, bringing lightspeed connection to our customers who are able to switch seamlessly between all three networks. Our goal is to connect the next billion wireless devices onto nationwide 4G and 5G networks, including your phone, drone, car, watch, pet tracker, and everything in between. We’re accomplishing this by leveraging cutting-edge technology and customer-focused UI/UX design.

Whether it’s with our high-speed international roaming options, customizable perks, AI-facilitated plan savings, customizable plans, or real-time dashboards, we’re building the industry’s most exciting user experience.


US Mobile’s 4G LTE network reaches more than 300 million Americans and includes international calling to over 200 countries and territories, but you will never hear from an operator at US Mobile. Our real, live Customer Support Representatives are available by phone or chat 24 hours a day, 7 days a week – to keep you connected, informed, and saving with US Mobile.",linkedin.com/company/usmobile,United States,2014.0,350.0,,,,,False,"consumer, mobile company, mobile phone store, telecommunications, cellular telephone equipment and supplies, cellular telephone service, product/service, telecommunication company, mobile service, mvno, cell phone supplies, information technology, wireless, university students, senior citizens","Telecommunications Companies, Media And Information Companies, Software Companies",Marketing,Senior Level,People Manager,Full Time,Hybrid,"New York City, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,,,"$160,000 - $180,000",160000.0,180000.0,76.92307692307692,86.53846153846153,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"leading lifecycle marketing, developing segmentation, guiding campaigns",False,False,2025-09-12T01:28:54.109Z,"Lead lifecycle marketing strategy end to end across email, SMS, in-app, and emerging channels; develop segmentation and personalization; drive acquisition, engagement, retention, and revenue.",,,0,0
grnhse___drsquatch___5642164004,Associate Director of Brand & Integrated Marketing,,Associate Director of Brand & Integrated Marketing,https://job-boards.greenhouse.io/drsquatch/jobs/5642164004,False,grnhse,drsquatch,1w7w5vhqh73swzy1,Dr. Squatch,drsquatch.com,"<p><strong>Why We Exist and What We Do (<a href=""https://drsquatch.com/"" target=""_blank"">www.drsquatch.com</a>):</strong></p>
<p>At Dr. Squatch we’re raising the bar on men’s personal care with our line of natural, high-performance products. We’re on a high-growth, fast-moving ride, continually introducing new product categories, launching into retailers nationwide, and growing internationally. We recently earned a Great Place to Work® Certification™ and are looking for passionate, talented people who want to join us in our mission to inspire and educate men to be happier and healthier!</p>
<p><strong>Who We Are:</strong></p>
<p>Our core values come naturally and make us a better, more whole, and unique team. We are&nbsp;<em>Bold &amp; Innovative</em>&nbsp;- we are creative, rethink how things are done, and find a way.&nbsp;We&nbsp;<em>Play to Win</em>&nbsp;- we have high standards, we encourage ownership of work, we are scrappy, we act with urgency, and we invest in the outcome of our work. We are&nbsp;<em>Team Squatch</em>&nbsp;- we are humble, help others outside our own wheelhouse, stay positive, have fun, and have approachable and transparent leadership.</p>
<p>We offer a competitive salary in a growth-focused &amp; collaborative team environment. Benefits may include medical, dental, vision, 401k with Squatch match, and PTO. We also have great perks like healthy snacks, frequent company events, and of course, free products!</p>
<p><strong>Diversity, Equity &amp; Inclusion @ Squatch:</strong></p>
<p>We firmly believe that Team Squatch is a place for everyone and we’re proud to be an equal opportunity employer who is committed to inclusion and diversity. We do not discriminate based on any characteristic protected by federal or state law. We embrace differences and are building a company and culture that is represented by a variety of backgrounds, perspectives, life experiences, and skills.</p>
<p><span style=""font-weight: 400;""><strong><em>For Applicants with Disabilities. </em></strong>Reasonable accommodation will be made so that qualified applicants with disabilities may participate in the application process. If you need any accommodations during the hiring process, please let us know when you submit your application and we'll do our very best to adjust as needed.</span></p>
<p><span style=""font-weight: 400;""><strong><em>For Information regarding Data Privacy</em></strong>, please review <a href=""https://www.drsquatch.com/pages/privacy-policy"" target=""_blank"">https://www.drsquatch.com/pages/privacy-policy</a>.&nbsp;</span></p>",linkedin.com/company/dr-squatch-soap-co-,United States of America,2013.0,345.0,,,,,False,"brand, consumer goods, personal care product manufacturing, health beauty, aromatherapy, gaming video creator, sports club, gamer, health/beauty, aromatherapy service, manufacturing, soaps and detergents","Soap And Cosmetics Companies, Manufacturing Companies",Marketing,Mid Level,People Manager,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Preferred,"Marketing, Business, Communications",Not Mentioned,Not specified,Not Mentioned,True,5.0,,"$150,000 - $170,000",150000.0,170000.0,72.11538461538461,81.73076923076923,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Optional,Not Indicated,Not Indicated,None,True,True,False,False,False,False,English,1,False,None,False,Not specified,"Marketing Analytics, Campaign Management, CRM, Social Media Advertising, Email Marketing, Brand Management, Product Marketing","Defining brand, Leading campaigns, Launching products",False,False,2025-09-05T16:02:36.000Z,5–8 years in brand marketing or integrated/product marketing; proven ability to lead campaigns and product launches; strong creative plus analytical mindset; cross-functional collaboration; brand resonance with target audience.,,,0,0
workable___hello_sunshine___E782D8E223,"Sr. Director, Integrated Marketing, Solar",,Integrated Marketing Director,https://apply.workable.com/j/E782D8E223,False,workable,hello_sunshine,yvt45jgtboxa8ad7,Hello Sunshine,hello-sunshine.com,A media company focused on women's stories and empowerment,,,,,,,,,,"media company, women storytelling",Media and Communications,Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,10.0,5.0,"$150,000 - $160,000",150000.0,160000.0,72.11538461538461,76.92307692307692,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,True,True,False,False,English,1,False,None,False,Not specified,"AI tools, Project management tools","concept proposals, manage workload, develop strategies",False,False,2025-09-05T20:00:18.000Z,"10+ years in branded content/integrated marketing; 5+ years leading a team; strong storytelling, writing, and presentation skills; ability to translate client asks into strategic programs; passion for women’s storytelling; startup-friendly collaboration and leadership.",,,0,0
workable___hello_sunshine___042124F79B,"Director, Social Media",,"Director, Social Media",https://apply.workable.com/j/042124F79B,False,workable,hello_sunshine,yv27d0bzghssd9bw,Hello Sunshine,hello-sunshine.com,A media company focused on female-leaning storytelling and Gen Z culture.,,,,,,,,,,"media company, digital brand",Media and Communications,Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,,,"$110,000 - $135,000",110000.0,135000.0,52.88461538461539,64.90384615384616,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,True,False,False,False,False,English,1,False,None,False,Not specified,"Google Business, Canva, CapCut, Premiere, Sprinklr, Sprout Social, Later","Develop strategy, Oversee content, Lead team",False,False,2025-09-10T22:06:32.000Z,Directs social media strategy for a global brand; oversees content creation; leads a team; experience with talent-led brands; strong editorial and leadership skills.,,,0,0
successfactors___eu___LUXGRP___1246243001,"Trade Event Marketing Director (New York, NY, US, 10018)",,Trade Event Marketing Director,https://careers.essilorluxottica.com/job/New-York-Trade-Event-Marketing-Director-NY-10018/1246243001/,False,successfactors,eu_LUXGRP,cs84c0y4pxmo1t57,Essilor,essilorluxottica.com,"EssilorLuxottica manufactures eyewear. The Company offers sun glasses, lenses, and other eye care products. EssilorLuxottica serves customers worldwide.",linkedin.com/company/essilorluxottica,France,1972.0,193693.0,27500000000.0,2024.0,EL,Euronext Paris,True,"eyewear, optometry, medical equipment, business center, factory, manufacturer, engineer, business service, optometrist, corporate amenity, buildings, medical devices, medical device, hardware, product design, health care, medical instruments and supplies, healthcare, glasses manufacturing, manufacture of glasses, media &a, information, internet, newspapers &a, business services, broadcasting and content providers, news services, miscellaneous business services, broadcasting, medical equipment and devices, product/service, medical equipment manufacturer, medical equipment and supply wholesalers, manufacturing sector, electromedical, electrotherapeutic and x-ray apparatus manufacturing, wholesale sector, medical equipment and supplies manufacturing, eyewear manufacturing, ophthalmic goods, ophthalmic goods manufacturing, ophthalmic goods merchant wholesalers, sunglasses, services and instruments for eyecare professionals, ophtalmic products, medical equipment manufacturing, visual solutions, equipments for laboratories, manufacturing, activities of head offices, spectacle lens edging machines, grinding equipment, opticians, pincers, opticians, spectacle lens grooving machines, optometers, spectacle lens mounting equipment, ophthalmic examination chairs and fittings, spectacle lenses, milling machines, opticians, pupillometers, dioptometers, calipers, opticians, ophthalmic equipment, ophthalmic instrument accessories, lathes, opticians, corrective lenses, drills, opticians, ophthalmoscopes, engineering activities and related technical consultancy, engineering, technical studies, fashion, retail - discretionary, consumer discretionary, retail and whsle - discretionary, wholesale of other household goods, corporate, subsidiary, and regional managing offices, wholesale of perfume and cosmetics, wholesale of pharmaceutical goods, wholesale of watches and jewellery, wholesale of furniture, carpets and lighting equipment, wholesale of electrical household appliances","Eyewear Manufacturers, Miscellaneous Manufacturers, Manufacturing Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Required,"Business, Marketing",Not Mentioned,Not specified,Not Mentioned,True,10.0,,"$118,413 - $182,195",118412.7,182194.95,56.92918269230769,87.59372596153847,USD,Yearly,True,Minimal,Moderate,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,"PowerPoint, SAP, Excel","Lead events, Oversee logistics, Develop strategy",False,False,2025-09-10T22:58:52.365Z,Director-level role overseeing NA trade events; 10+ years marketing/events; travel up to 50%; strong leadership and PM skills.,,,0,0
successfactors___eu___LUXGRP___1245254301,"Store Director (New York, NY, US, 10012)",,Store Director,https://careers.essilorluxottica.com/job/New-York-Store-Director-NY-10012/1245254301/,False,successfactors,eu_LUXGRP,tqufuu66vq5oiepr,Essilor,essilorluxottica.com,"EssilorLuxottica manufactures eyewear. The Company offers sun glasses, lenses, and other eye care products. EssilorLuxottica serves customers worldwide.",linkedin.com/company/essilorluxottica,France,1972.0,193693.0,27500000000.0,2024.0,EL,Euronext Paris,True,"eyewear, optometry, medical equipment, business center, factory, manufacturer, engineer, business service, optometrist, corporate amenity, buildings, medical devices, medical device, hardware, product design, health care, medical instruments and supplies, healthcare, glasses manufacturing, manufacture of glasses, media &a, information, internet, newspapers &a, business services, broadcasting and content providers, news services, miscellaneous business services, broadcasting, medical equipment and devices, product/service, medical equipment manufacturer, medical equipment and supply wholesalers, manufacturing sector, electromedical, electrotherapeutic and x-ray apparatus manufacturing, wholesale sector, medical equipment and supplies manufacturing, eyewear manufacturing, ophthalmic goods, ophthalmic goods manufacturing, ophthalmic goods merchant wholesalers, sunglasses, services and instruments for eyecare professionals, ophtalmic products, medical equipment manufacturing, visual solutions, equipments for laboratories, manufacturing, activities of head offices, spectacle lens edging machines, grinding equipment, opticians, pincers, opticians, spectacle lens grooving machines, optometers, spectacle lens mounting equipment, ophthalmic examination chairs and fittings, spectacle lenses, milling machines, opticians, pupillometers, dioptometers, calipers, opticians, ophthalmic equipment, ophthalmic instrument accessories, lathes, opticians, corrective lenses, drills, opticians, ophthalmoscopes, engineering activities and related technical consultancy, engineering, technical studies, fashion, retail - discretionary, consumer discretionary, retail and whsle - discretionary, wholesale of other household goods, corporate, subsidiary, and regional managing offices, wholesale of perfume and cosmetics, wholesale of pharmaceutical goods, wholesale of watches and jewellery, wholesale of furniture, carpets and lighting equipment, wholesale of electrical household appliances","Eyewear Manufacturers, Miscellaneous Manufacturers, Manufacturing Companies",Sales,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Customer-Facing,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,6.0,3.0,"$60,526 - $102,673",60525.6,102672.8,29.098846153846154,49.36192307692308,USD,Yearly,True,None,None,Medium,Standing,Medium,Medium,High,False,False,True,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"drive traffic, lead events, manage staff",False,False,2025-09-08T23:38:59.880Z,6+ years retail management in high-volume environment; marketing/event planning; strong communication; flexible schedule; ability to lift up to 40 lbs; Food & Beverage experience.,,,0,0
